,train_no,train_name,source,destination,train_link
9670,07327,Vijayapura Mangaluru Junction Tatkal Special,Bijapur,Mangalore Junction,https://www.prokerala.com//travel/indian-railway/trains/vijayapura-mangaluru-junction-tatkal-special-10035.html
9671,51030,Vijayapura Mumbai CSMT Fast Passenger,Bijapur,Chhatrapati Shivaji Maharaj Terminus,https://www.prokerala.com//travel/indian-railway/trains/vijayapura-mumbai-csmt-fast-passenger-3072.html
9672,57133,Vijayapura Raichur Passenger,Bijapur,Raichur,https://www.prokerala.com//travel/indian-railway/trains/vijayapura-raichur-passenger-4875.html
9673,57686,Vijayapura Solapur Passenger,Bijapur,Solapur Junction,https://www.prokerala.com//travel/indian-railway/trains/vijayapura-solapur-passenger-5031.html
9674,01302,Vijayapura Solapur Passenger Special,Bijapur,Solapur Junction,https://www.prokerala.com//travel/indian-railway/trains/vijayapura-solapur-passenger-special-8760.html
9675,06542,Vijayapura Yesvantpur Special,Bijapur,Yesvantpur Junction,https://www.prokerala.com//travel/indian-railway/trains/vijayapura-yesvantpur-special-7626.html
9676,57254,Vijayawada - Bhadrachalam Road Passenger,Vijayawada Junction,Bhadrachalam Road,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-bhadrachalam-road-passenger-4906.html
9677,57242,Vijayawada - Bitragunta Passenger,Vijayawada Junction,Bitragunta,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-bitragunta-passenger-4904.html
9678,57278,Vijayawada - Bitragunta Passenger,Vijayawada Junction,Bitragunta,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-bitragunta-passenger-4922.html
9679,77213,Vijayawada - Gudivada Passenger,Vijayawada Junction,Gudivada Junction,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-gudivada-passenger-7201.html
9680,77284,Vijayawada - guntur DEMU,Vijayawada Junction,Guntur Junction,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-guntur-demu-7256.html
9681,57231,Vijayawada - Kakinada Port Fast Passenger,Vijayawada Junction,Kakinada Port,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-kakinada-port-fast-passenger-4897.html
9682,07213,Vijayawada - Kollam Sabarimala Special,Vijayawada Junction,Kollam Junction,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-kollam-sabarimala-special-2813.html
9683,57271,Vijayawada - Rayagada Passenger,Vijayawada Junction,Rayagada,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-rayagada-passenger-4917.html
9684,07207,Vijayawada - Secunderabad Special,Vijayawada Junction,Secunderabad Junction,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-secunderabad-special-2810.html
9685,07758,Vijayawada - Secunderabad Specialfare Super Fast Special,Vijayawada Junction,Lingampalli,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-secunderabad-specialfare-super-fast-special-7876.html
9686,77281,Vijayawada - Tenali DEMU,Guntur Junction,Kacheguda,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-tenali-demu-7253.html
9687,77287,Vijayawada - Tenali DEMU,Vijayawada Junction,Tenali Junction,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-tenali-demu-7259.html
9688,56504,Vijayawada Bengaluru Cantt Passenger,Vijayawada Junction,Bangalore Cantonment,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-bengaluru-cantt-passenger-4679.html
9689,67245,Vijayawada Bhadrachalam Road Memu,Vijayawada Junction,Bhadrachalam Road,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-bhadrachalam-road-memu-9024.html
9690,77292,Vijayawada Bhadrachalam Road Passenger,Vijayawada Junction,Bhadrachalam Road,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-bhadrachalam-road-passenger-8211.html
9691,77298,Vijayawada Bhimavaram  DEMU,Vijayawada Junction,Bhimavaram Junction,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-bhimavaram-demu-8570.html
9692,77231,Vijayawada Bhimavaram Junction  DEMU,Vijayawada Junction,Bhimavaram Junction,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-bhimavaram-junction-demu-7218.html
9693,67205,Vijayawada Bitragunta Memu,Vijayawada Junction,Bitragunta,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-bitragunta-memu-9477.html
9694,67234,Vijayawada Bitragunta Memu,Vijayawada Junction,Bitragunta,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-bitragunta-memu-9193.html
9695,17215,Vijayawada Dharmavaram Express,Vijayawada Junction,Dharmavaram Junction,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-dharmavaram-express-7479.html
9696,67272,Vijayawada Dornakal MEMU,Vijayawada Junction,Dornakal Junction,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-dornakal-memu-6527.html
9697,67298,Vijayawada Gudur MEMU,Vijayawada Junction,Gudur Junction,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-gudur-memu-6543.html
9698,77221,Vijayawada Guntur  DEMU,Vijayawada Junction,Guntur Junction,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-guntur-demu-7208.html
9699,67254,Vijayawada Guntur MEMU,Vijayawada Junction,Guntur Junction,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-guntur-memu-6510.html
9700,67273,Vijayawada Guntur MEMU,Vijayawada Junction,Guntur Junction,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-guntur-memu-6528.html
9701,67224,Vijayawada Guntur Memu,Vijayawada Junction,Guntur Junction,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-guntur-memu-9188.html
9702,17225,Vijayawada Hubballi Amaravati Express,Vijayawada Junction,Hubli,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-hubballi-amaravati-express-63.html
9703,56501,Vijayawada Hubballi Passenger,Vijayawada Junction,Hubli,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-hubballi-passenger-4676.html
9704,07193,Vijayawada Hyderabad Jansadharan Special,Vijayawada Junction,Hyderabad Deccan,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-hyderabad-jansadharan-special-9341.html
9705,77217,Vijayawada Junction - Machilipatnam Passenger,Vijayawada Junction,Machelipatnam,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-junction-machilipatnam-passenger-8200.html
9706,67241,Vijayawada Kakinada Port Memu,Vijayawada Junction,Kakinada Port,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-kakinada-port-memu-9022.html
9707,67212,Vijayawada Kazipet Memu,Vijayawada Junction,Kazipet Junction,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-kazipet-memu-9742.html
9708,07219,Vijayawada Kollam Sabarimala Special Fare Special,Vijayawada Junction,Kollam Junction,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-kollam-sabarimala-special-fare-special-8771.html
9709,12795,Vijayawada Lingampalli Intercity Super Fast Express,Vijayawada Junction,Lingampalli,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-lingampalli-intercity-super-fast-express-7470.html
9710,77207,Vijayawada Machilipatnam  DEMU,Vijayawada Junction,Machelipatnam,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-machilipatnam-demu-7196.html
9711,77215,Vijayawada Machilipatnam  DEMU,Vijayawada Junction,Machelipatnam,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-machilipatnam-demu-7203.html
9712,12078,Vijayawada MGR Chennai Jan Shatabdi Express,Vijayawada Junction,Chennai Central,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-mgr-chennai-jan-shatabdi-express-802.html
9713,77201,Vijayawada Narasapur  DEMU,Vijayawada Junction,Narasapur,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-narasapur-demu-7190.html
9714,77203,Vijayawada Narasapur  DEMU,Vijayawada Junction,Narasapur,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-narasapur-demu-7192.html
9715,77263,Vijayawada Narasapuram  DEMU,Vijayawada Junction,Narasapur,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-narasapuram-demu-7243.html
9716,67263,Vijayawada Ongole MEMU,Vijayawada Junction,Ongole,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-ongole-memu-6519.html
9717,77254,Vijayawada Peddapalli  DEMU,Vijayawada Junction,Peddapalli,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-peddapalli-demu-7234.html
9718,67300,Vijayawada Rajahmundry MEMU,Vijayawada Junction,Rajamundry,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-rajahmundry-memu-5447.html
9719,67261,Vijayawada Rajahmundry MEMU,Vijayawada Junction,Rajamundry,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-rajahmundry-memu-6517.html
9720,17208,Vijayawada Sainagar Shirdi Express,Vijayawada Junction,Sainagar Shirdi,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-sainagar-shirdi-express-279.html
9721,07711,Vijayawada Secunderabad Sankranthi Special,Vijayawada Junction,Secunderabad Junction,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-secunderabad-sankranthi-special-10172.html
9722,67251,Vijayawada Tenali MEMU,Vijayawada Junction,Tenali Junction,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-tenali-memu-6508.html
9723,67221,Vijayawada Tenali Memu,Vijayawada Junction,Tenali Junction,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-tenali-memu-9079.html
9724,67227,Vijayawada tenali Memu,Vijayawada Junction,Tenali Junction,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-tenali-memu-9082.html
9725,57225,Vijayawada Visakhapatnam Passenger,Vijayawada Junction,Visakhapatnam Junction,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-visakhapatnam-passenger-4893.html
9726,22702,Vijayawada Visakhapatnam Uday Express,Vijayawada Junction,Visakhapatnam Junction,https://www.prokerala.com//travel/indian-railway/trains/vijayawada-visakhapatnam-uday-express-9673.html
9727,57238,Vijaywada Kazipet Passenger,Vijayawada Junction,Kazipet Junction,https://www.prokerala.com//travel/indian-railway/trains/vijaywada-kazipet-passenger-4900.html
9728,57606,Vikarabad Kacheguda Passenger,Vikarabad Junction,Kacheguda,https://www.prokerala.com//travel/indian-railway/trains/vikarabad-kacheguda-passenger-5006.html
9729,12744,Vikramasimhapuri Amaravati Intercity Express,Vijayawada Junction,Gudur Junction,https://www.prokerala.com//travel/indian-railway/trains/vikramasimhapuri-amaravati-intercity-express-1655.html
9730,12743,Vikramasimhapuri Amaravati Intercity Express,Gudur Junction,Vijayawada Junction,https://www.prokerala.com//travel/indian-railway/trains/vikramasimhapuri-amaravati-intercity-express-1275.html
9731,12367,Vikramshila Express,Bhagalpur,Anand Vihar Terminus,https://www.prokerala.com//travel/indian-railway/trains/vikramshila-express-1501.html
9732,12368,Vikramshila Express,Anand Vihar Terminus,Bhagalpur,https://www.prokerala.com//travel/indian-railway/trains/vikramshila-express-1502.html
9733,56705,Villupuram - Madurai Passenger,Villupuram Junction,Madurai Junction,https://www.prokerala.com//travel/indian-railway/trains/villupuram-madurai-passenger-4746.html
9734,00855,Villupuram - Pondicherry Empty Rake,Villupuram Junction,Pondicherry,https://www.prokerala.com//travel/indian-railway/trains/villupuram-pondicherry-empty-rake-2703.html
9735,56860,Villupuram - Tambaram Passenger,Villupuram Junction,Tambaram,https://www.prokerala.com//travel/indian-railway/trains/villupuram-tambaram-passenger-4823.html
9736,82854,Villupuram - Visakhapatnam Weekly Suvidha,Villupuram Junction,Visakhapatnam Junction,https://www.prokerala.com//travel/indian-railway/trains/villupuram-visakhapatnam-weekly-suvidha-7734.html
9737,56886,Villupuram Katpadi Passenger,Villupuram Junction,"Katpadi Junction,Vellore",https://www.prokerala.com//travel/indian-railway/trains/villupuram-katpadi-passenger-4845.html
9738,22604,Villupuram Kharagpur Super Fast Express,Villupuram Junction,Kharagpur Junction,https://www.prokerala.com//travel/indian-railway/trains/villupuram-kharagpur-super-fast-express-2456.html
9739,56805,Villupuram Madurai Passenger,Villupuram Junction,Madurai Junction,https://www.prokerala.com//travel/indian-railway/trains/villupuram-madurai-passenger-4788.html
9740,56873,Villupuram Mayiladuthurai Passenger,Villupuram Junction,Mayiladuturai Junction,https://www.prokerala.com//travel/indian-railway/trains/villupuram-mayiladuthurai-passenger-4832.html
9741,56875,Villupuram Mayiladuthurai Passenger,Villupuram Junction,Mayiladuturai Junction,https://www.prokerala.com//travel/indian-railway/trains/villupuram-mayiladuthurai-passenger-4834.html
9742,56877,Villupuram Mayiladuthurai Passenger,Villupuram Junction,Mayiladuturai Junction,https://www.prokerala.com//travel/indian-railway/trains/villupuram-mayiladuthurai-passenger-4836.html
9743,66046,Villupuram Melmaruvathur MEMU,Villupuram Junction,Melmaruvattur,https://www.prokerala.com//travel/indian-railway/trains/villupuram-melmaruvathur-memu-6474.html
9744,56861,Villupuram Puducherry Passenger,Villupuram Junction,Pondicherry,https://www.prokerala.com//travel/indian-railway/trains/villupuram-puducherry-passenger-4824.html
9745,56863,Villupuram Puducherry Passenger,Villupuram Junction,Pondicherry,https://www.prokerala.com//travel/indian-railway/trains/villupuram-puducherry-passenger-4826.html
9746,56865,Villupuram puducherry Passenger,Villupuram Junction,Pondicherry,https://www.prokerala.com//travel/indian-railway/trains/villupuram-puducherry-passenger-4828.html
9747,22606,Villupuram Purulia Super Fast Express,Villupuram Junction,Purulia Junction,https://www.prokerala.com//travel/indian-railway/trains/villupuram-purulia-super-fast-express-2458.html
9748,06043,Villupuram Secunderabad Specialfare Special,Villupuram Junction,Secunderabad Junction,https://www.prokerala.com//travel/indian-railway/trains/villupuram-secunderabad-specialfare-special-8014.html
9749,66056,Villupuram Tambaram MEMU,Villupuram Junction,Tambaram,https://www.prokerala.com//travel/indian-railway/trains/villupuram-tambaram-memu-10268.html
9750,56060,Villupuram Tambaram Passenger,Villupuram Junction,Tambaram,https://www.prokerala.com//travel/indian-railway/trains/villupuram-tambaram-passenger-9685.html
9751,56882,Villupuram Tirupati Passenger,Villupuram Junction,Tirupati,https://www.prokerala.com//travel/indian-railway/trains/villupuram-tirupati-passenger-4841.html
9752,56884,Villupuram Tirupati Passenger,Villupuram Junction,Tirupati,https://www.prokerala.com//travel/indian-railway/trains/villupuram-tirupati-passenger-4843.html
9753,08354,Villupuram Visakhapatnam Specialfare Special,Villupuram Junction,Visakhapatnam Junction,https://www.prokerala.com//travel/indian-railway/trains/villupuram-visakhapatnam-specialfare-special-8031.html
9754,11271,Vindhyachal Express,Itarsi Junction,Bhopal Junction,https://www.prokerala.com//travel/indian-railway/trains/vindhyachal-express-1354.html
9755,11272,Vindhyachal Express,Bhopal Junction,Itarsi Junction,https://www.prokerala.com//travel/indian-railway/trains/vindhyachal-express-1355.html
9756,59510,Viramgam Mahesana Passenger,Viramgam Junction,Mehsana Junction,https://www.prokerala.com//travel/indian-railway/trains/viramgam-mahesana-passenger-5381.html
9757,59512,Viramgam Mahesana Passenger,Viramgam Junction,Mehsana Junction,https://www.prokerala.com//travel/indian-railway/trains/viramgam-mahesana-passenger-5383.html
9758,59503,Viramgam Okha Fast Passenger,Viramgam Junction,Okha,https://www.prokerala.com//travel/indian-railway/trains/viramgam-okha-fast-passenger-5376.html
9759,59050,Viramgam Valsad Passenger,Viramgam Junction,Valsad,https://www.prokerala.com//travel/indian-railway/trains/viramgam-valsad-passenger-5257.html
9760,59009,Virar - Bharuch Shuttle,Virar,Bharuch Junction,https://www.prokerala.com//travel/indian-railway/trains/virar-bharuch-shuttle-5236.html
9761,69163,Virar - Dahanu Shuttle,Virar,Dahanu Road,https://www.prokerala.com//travel/indian-railway/trains/virar-dahanu-shuttle-6724.html
9762,59047,Virar - Surat Passenger,Virar,Surat,https://www.prokerala.com//travel/indian-railway/trains/virar-surat-passenger-5254.html
9763,69149,Virar Bharuch MEMU,Virar,Bharuch Junction,https://www.prokerala.com//travel/indian-railway/trains/virar-bharuch-memu-6710.html
9764,69173,Virar Dahanu Road Memu,Virar,Dahanu Road,https://www.prokerala.com//travel/indian-railway/trains/virar-dahanu-road-memu-8536.html
9765,59043,Virar Dahanu Shuttle,Virar,Dahanu Road,https://www.prokerala.com//travel/indian-railway/trains/virar-dahanu-shuttle-5250.html
9766,69143,Virar Sanjan Shuttle,Virar,Sanjan,https://www.prokerala.com//travel/indian-railway/trains/virar-sanjan-shuttle-6704.html
9767,59037,Virar Surat Shuttle,Virar,Surat,https://www.prokerala.com//travel/indian-railway/trains/virar-surat-shuttle-5246.html
9768,59039,Virar Valsad Shuttle,Virar,Valsad,https://www.prokerala.com//travel/indian-railway/trains/virar-valsad-shuttle-5248.html
9769,76838,Virudhunagar Karaikkudi Passenger,Virudunagar Junction,Karaikkudi Junction,https://www.prokerala.com//travel/indian-railway/trains/virudhunagar-karaikkudi-passenger-7175.html
9770,17015,Visakha Express,Bhubaneshwar,Secunderabad Junction,https://www.prokerala.com//travel/indian-railway/trains/visakha-express-1949.html
9771,17016,Visakha Express,Secunderabad Junction,Bhubaneshwar,https://www.prokerala.com//travel/indian-railway/trains/visakha-express-1950.html
9772,22801,Visakhapatnam -  Shirdi (Sainagar Shirdi) Super Fast Express,Visakhapatnam Junction,Chennai Central,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-shirdi-sainagar-shirdi-super-fast-ex-2477.html
9773,57256,Visakhapatnam - Kakinada Port Passenger,Visakhapatnam Junction,Kakinada Port,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-kakinada-port-passenger-4908.html
9774,08569,Visakhapatnam - Kollam Sabarimala Special,Visakhapatnam Junction,Kollam Junction,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-kollam-sabarimala-special-2833.html
9775,02877,Visakhapatnam - Krishnarajapuram Suvidha Special,Visakhapatnam Junction,Krishnarajapuram,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-krishnarajapuram-suvidha-special-5789.html
9776,18509,Visakhapatnam - Nanded Express,Visakhapatnam Junction,Nanded,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-nanded-express-2026.html
9777,02727,Visakhapatnam - Secunderabad AC Super Fast Special,Visakhapatnam Junction,Secunderabad Junction,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-secunderabad-ac-super-fast-special-2731.html
9778,07072,Visakhapatnam - Secunderabad Special Fare Special,Visakhapatnam Junction,Secunderabad Junction,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-secunderabad-special-fare-special-7656.html
9779,08190,Visakhapatnam - Tatanagar Special Fare Special,Visakhapatnam Junction,Tatanagar Junction,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-tatanagar-special-fare-special-7883.html
9780,82853,Visakhapatnam - Villupuram Suvidha Special,Visakhapatnam Junction,Villupuram Junction,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-villupuram-suvidha-special-7733.html
9781,78532,Visakhapatnam - Vizianagaram DMU,Visakhapatnam Junction,Vizianagaram,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-vizianagaram-dmu-7372.html
9782,08517,Visakhapatnam Araku Special,Visakhapatnam Junction,Arakku,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-araku-special-9352.html
9783,18573,Visakhapatnam Bhagat Ki Kothi Express,Visakhapatnam Junction,Bhagat Ki Kothi,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-bhagat-ki-kothi-express-5603.html
9784,22820,Visakhapatnam Bhubaneswar Super Fast Intercity Express,Visakhapatnam Junction,Bhubaneshwar,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-bhubaneswar-super-fast-intercity-express-2486.html
9785,58526,Visakhapatnam Brahmapur Passenger,Visakhapatnam Junction,Berhampur,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-brahmapur-passenger-5147.html
9786,22874,Visakhapatnam Digha Superfast Express,Visakhapatnam Junction,Digha,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-digha-superfast-express-2512.html
9787,58530,Visakhapatnam Durg Passenger,Visakhapatnam Junction,Durg Junction,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-durg-passenger-5151.html
9788,18501,Visakhapatnam Gandhidham Weekly Express,Visakhapatnam Junction,Gandhidham BG,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-gandhidham-weekly-express-5596.html
9789,58506,Visakhapatnam Gunupur Passenger,Visakhapatnam Junction,Gunupur,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-gunupur-passenger-6063.html
9790,12803,Visakhapatnam Hazrat Nizamuddin Swarna Jayanti Express,Visakhapatnam Junction,Hazrat Nizamuddin,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-hazrat-nizamuddin-swarna-jayanti-express-1680.html
9791,20811,Visakhapatnam Hazur Sahib Nanded Super Fast Express,Visakhapatnam Junction,Nanded,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-hazur-sahib-nanded-super-fast-express-8685.html
9792,12727,Visakhapatnam Hyderabad Godavari Super Fast Express,Visakhapatnam Junction,Hyderabad Deccan,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-hyderabad-godavari-super-fast-express-571.html
9793,20805,Visakhapatnam Junction New Delhi Express,Visakhapatnam Junction,New Delhi,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-junction-new-delhi-express-10252.html
9794,08523,Visakhapatnam Junction Secunderabad Junction Special,Visakhapatnam Junction,Secunderabad Junction,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-junction-secunderabad-junction-special-10245.html
9795,67244,Visakhapatnam Kakinada Port Memu,Visakhapatnam Junction,Kakinada Port,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-kakinada-port-memu-9089.html
9796,18514,Visakhapatnam Kirandul Express,Visakhapatnam Junction,Kirandul,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-kirandul-express-9154.html
9797,58501,Visakhapatnam Kirandul Passenger,Visakhapatnam Junction,Kirandul,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-kirandul-passenger-5142.html
9798,08515,Visakhapatnam Kollam Sabarimala Special,Visakhapatnam Junction,Kollam Junction,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-kollam-sabarimala-special-2831.html
9799,08567,Visakhapatnam Kollam Sabarimala Specialfare Special,Visakhapatnam Junction,Kollam Junction,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-kollam-sabarimala-specialfare-special-8779.html
9800,18567,Visakhapatnam Kollam Weekly Express,Visakhapatnam Junction,Kollam Junction,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-kollam-weekly-express-5601.html
9801,18512,Visakhapatnam Koraput Intercity Express,Visakhapatnam Junction,Koraput,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-koraput-intercity-express-3033.html
9802,58538,Visakhapatnam Koraput Passenger,Visakhapatnam Junction,Koraput,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-koraput-passenger-5153.html
9803,18518,Visakhapatnam Korba Express,Visakhapatnam Junction,Korba,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-korba-express-2027.html
9804,57230,Visakhapatnam Machilipatnam Passenger,Visakhapatnam Junction,Machelipatnam,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-machilipatnam-passenger-4896.html
9805,22869,Visakhapatnam MGR Chennai Weekly Super Fast Express,Visakhapatnam Junction,Chennai Central,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-mgr-chennai-weekly-super-fast-express-2507.html
9806,18519,Visakhapatnam Mumbai LTT Express,Visakhapatnam Junction,Lokmanya Tilak Terminus,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-mumbai-ltt-express-2653.html
9807,22847,Visakhapatnam Mumbai LTT Super Fast Express,Visakhapatnam Junction,Lokmanya Tilak Terminus,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-mumbai-ltt-super-fast-express-2497.html
9808,57265,Visakhapatnam Narasapur Passenger,Bhimavaram Junction,Narasapur,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-narasapur-passenger-4916.html
9809,58532,Visakhapatnam Palasa Passenger,Visakhapatnam Junction,Palasa,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-palasa-passenger-8714.html
9810,22810,Visakhapatnam Paradeep Superfast Express,Visakhapatnam Junction,Paradip,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-paradeep-superfast-express-5715.html
9811,58528,Visakhapatnam Raipur Passenger,Visakhapatnam Junction,Raipur Junction,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-raipur-passenger-5149.html
9812,67296,Visakhapatnam Rajahmundry MEMU,Visakhapatnam Junction,Rajamundry,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-rajahmundry-memu-6541.html
9813,58504,Visakhapatnam Rayagada Passenger,Visakhapatnam Junction,Rayagada,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-rayagada-passenger-5145.html
9814,18503,Visakhapatnam Sainagar Shirdi Express,Visakhapatnam Junction,Sainagar Shirdi,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-sainagar-shirdi-express-5598.html
9815,22203,Visakhapatnam Secunderabad AC Duronto Express,Visakhapatnam Junction,Secunderabad Junction,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-secunderabad-ac-duronto-express-2276.html
9816,12783,Visakhapatnam Secunderabad AC Super Fast Express,Visakhapatnam Junction,Secunderabad Junction,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-secunderabad-ac-super-fast-express-5483.html
9817,12739,Visakhapatnam Secunderabad Garib Rath Express,Visakhapatnam Junction,Secunderabad Junction,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-secunderabad-garib-rath-express-1652.html
9818,08501,Visakhapatnam Secunderabad Special Fare Special,Visakhapatnam Junction,Secunderabad Junction,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-secunderabad-special-fare-special-7886.html
9819,08521,Visakhapatnam Secunderabad Specialfare Special,Visakhapatnam Junction,Secunderabad Junction,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-secunderabad-specialfare-special-9958.html
9820,22854,Visakhapatnam Shalimar Express,Visakhapatnam Junction,Kolkata Shalimar,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-shalimar-express-2122.html
9821,67294,Visakhapatnam Srikakulam Road MEMU,Visakhapatnam Junction,Srikakulam Road,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-srikakulam-road-memu-6539.html
9822,82507,Visakhapatnam Subedarganj Suvidha Special,Visakhapatnam Junction,Subedarganj,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-subedarganj-suvidha-special-9805.html
9823,18516,Visakhapatnam Tatanagar Express,Visakhapatnam Junction,Tatanagar Junction,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-tatanagar-express-5600.html
9824,20816,Visakhapatnam Tatanagar Super Fast Express,Visakhapatnam Junction,Tatanagar Junction,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-tatanagar-super-fast-express-8450.html
9825,22707,Visakhapatnam Tirupati AC Double Decker Express,Visakhapatnam Junction,Tirupati,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-tirupati-ac-double-decker-express-7950.html
9826,08573,Visakhapatnam Tirupati Special Fare Special,Visakhapatnam Junction,Tirupati,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-tirupati-special-fare-special-7888.html
9827,57226,Visakhapatnam Vijayawada Passenger,Visakhapatnam Junction,Vijayawada Junction,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-vijayawada-passenger-4894.html
9828,22701,Visakhapatnam Vijayawada Uday Express,Visakhapatnam Junction,Vijayawada Junction,https://www.prokerala.com//travel/indian-railway/trains/visakhapatnam-vijayawada-uday-express-9400.html
